Bigramas;Ocorrências;Tweets_Presente
('ngm', 'fala');6;6
('fala', 'cntg');3;3
('cntg', 'kkk');3;3
('kkk', 'p');3;3
('ir', 'p');12;12
('p', 'buddha');3;3
('buddha', '...');3;3
('...', '🤷');3;3
('🤷', '🏻');7;7
('perceberam', 'passeios');3;3
('passeios', 'aleatórios');3;3
('aleatórios', 'bolsonaro');3;3
('bolsonaro', 'brasília');3;3
('brasília', 'começaram');3;3
('começaram', 'dps');3;3
('dps', 'covid');3;3
('faz', 'pra');3;3
('pra', 'afron');3;3
('tipo', 'cara');1;1
('cara', 'vamo');1;1
('vamo', 'escorrer');1;1
('escorrer', 'espirrar');1;1
('espirrar', 'coçar');1;1
('coçar', 'assim');1;1
('assim', 'momento');1;1
('momento', 'https://t.co/WX0WabyPlq');1;1
('vc', 'sabe');3;3
('sabe', 'significa');1;1
('significa', 'dk');1;1
('erróneo', 'nada');1;1
('nada', 'non');1;1
('non', 'equivocou');1;1
('equivocou', 'co');1;1
('co', 'pretendía');1;1
('pretendía', 'manipular');1;1
('manipular', 'gráfico');1;1
('gráfico', 'simplemente');1;1
('simplemente', 'falso');1;1
('quarentena', 'amigos');8;8
('amigos', 'nisso');1;1
('nisso', 'https://t.co/F82Tac5CN2');1;1
('deixando', 'mãe');8;8
('mãe', 'doida');8;8
('doida', 'cr');8;8
('cr', 'toda');8;8
('hora', 'inventa');8;8
('inventa', 'coisa');8;8
('coisa', 'pra');16;16
('fazer', 'dentro');8;8
('casa', 'pode');8;8
('ver', 'ning');8;8
('corona', 'desgraçado');6;6
('desgraçado', 'ja');4;4
('ja', 'faz');4;4
('faz', '1');4;4
('1', 'mes');17;17
('mes', 'nao');4;4
('vejo', 'amigo');4;4
('amigo', 'vai');5;5
('cu', 'preciso');4;4
('ver', 'povo');4;4
('boardgame', 'quarentena');1;1
('quarentena', 'migos');1;1
('migos', 'moram');1;1
('moram', 'longe');1;1
('longe', 'https://t.co/Gz3rVcgFWL');1;1
('5', 'quarentena');2;2
('pessoas', 'doen');2;2
('disposta', 'subir');2;2
('subir', 'rato');2;2
('rato', 'joelhos');2;2
('joelhos', 'acabasse');2;2
('acabasse', 'quarentena');4;4
('corona', 'pega');5;5
('pega', 'fica');2;1
('fica', 'infectado');1;1
('infectado', 'pega');1;1
('fica', 'viciado');1;1
('viciado', '😅');1;1
('😅', 'amor');1;1
('amor', '❤');2;2
('️', 'https://t.co/SwO93l03ot');1;1
('queria', 'compra');1;1
('compra', 'pra');1;1
('pra', 'dona');1;1
('dona', 'maria');1;1
('maria', 'tá');1;1
('casa', 'medo');1;1
('19', 'vim');1;1
('vim', 'buscar');1;1
('buscar', '🤦');1;1
('️', '🤦');4;2
('️', '😂');3;3
('indo', 'encontrar');5;5
('acabar', 'https://t.co/8rUaDAKd4f');1;1
('to', 'surtando');5;5
('surtando', 'real');1;1
('real', 'quarentena');3;3
('ficar', 'preso');2;2
('preso', 'dentro');1;1
('leu', 'coluna');20;20
('coluna', 'ontem');20;20
('ontem', 'sobre');20;20
('sobre', 'israel');20;20
('israel', 'novo');20;20
('coronavírus', 'então');20;20
('então', 'leia');20;20
('leia', 'posso');20;20
('dar', 'ordens');20;20
('ordens', 'beijos');20;20
('beijos', 'h');20;20
('fico', 'impressão');4;4
('impressão', 'postulante');4;4
('postulante', 'cargo');4;4
('cargo', 'ministro');4;4
('saúde', 'leu');4;4
('leu', 'manchete');4;4
('manchete', 'reportagem');4;4
('povo', 'fazendo');2;2
('fazendo', 'protesto');5;5
('protesto', 'falando');2;2
('falando', 'fome');2;2
('19', 'ligam');2;2
('ligam', 'nunca');2;2
('nunca', 'ligaram');2;2
('ligaram', 'pra');2;2
('pra', 'fome');2;2
('amigos', 'acabar');1;1
('quarentena', 'https://t.co/QBTpPcjk6u');1;1
('planos', 'dezoitou');1;1
('meio', 'caos');7;7
('caos', 'dessa');3;3
('quarentena', 'meninas');3;3
('meninas', 'entraram');3;3
('entraram', 'onda');3;3
('onda', 'challenge');3;3
('challenge', 'arrasaram');3;3
('arrasaram', '...');3;3
('...', '❤');3;3
('❤', '🖤');3;3
('🖤', '#flamengochallenge');3;3
('#flamengochallenge', '#cr');3;3
('folha', 'age');17;17
('age', 'forma');17;17
('forma', 'criminosa');17;17
('criminosa', 'plantando');17;17
('plantando', 'dúvida');17;17
('dúvida', 'cabeça');17;17
('cabeça', 'leitor');17;17
('leitor', 'chegam');17;17
('chegam', 'suicidar');17;17
('suicidar', 'pensando');17;17
('pensando', 'cu');17;17
('guri', 'feio');1;1
('feio', 'dá');1;1
('dá', 'moral');1;1
('moral', 'lá');1;1
('lá', 'hahahah');1;1
('n', 'acredito');1;1
('acredito', 'vcs');1;1
('tão', 'quarentena');1;1
('ainda', 'pediram');1;1
('pediram', 'hambúrguer');1;1
('hambúrguer', 'delivery');1;1
('delivery', '😣');1;1
('😣', '🥺');2;2
('🥺', 'https://t.co/xc4Yb2Nfbc');1;1
('tá', 'full');1;1
('full', 'marília');1;1
('mendonça', 'mood');1;1
('mood', 'https://t.co/YNk4c6F3ts');1;1
('cabo', 'bateria');1;1
('bateria', 'telemóvel');1;1
('#jornaldarecord', 'parabens');7;7
('parabens', 'jornal');7;7
('jornal', 'várias');7;7
('várias', 'notícias');7;7
('notícias', 'covid');7;7
('morte', 'ladroagem');7;7
('ladroagem', '...');7;7
('...', 'vi');7;7
('vi', 'notícias');7;7
('olá', 'boys');4;4
('boys', 'yara');4;4
('yara', 'cabelo');4;4
('cabelo', 'comprido');4;4
('comprido', 'quarentena');4;4
('tá', 'levando');5;5
('levando', 'gente');4;4
('gente', 'fazer');9;9
('fazer', 'hehehehehe');4;4
('hehehehehe', 'es');4;4
('caneta', 'pros');14;14
('pros', 'fraco');14;14
('fraco', 'kkkjjjiiikk');14;14
('kkkjjjiiikk', 'https://t.co/QnQsIwqaJb');2;2
('https://t.co/QnQsIwqaJb', 'https://t.co/VM5VcmLXD4');2;2
('angústias', 'sei');1;1
('sei', 'efeitos');1;1
('quarentena', 'reais');1;1
('reais', 'escolher');1;1
('escolher', 'curso');1;1
('curso', 'exatas');1;1
('exatas', 'segun');1;1
('ta', 'saindo');8;8
('quarentena', '😱');2;2
('😱', '😱');2;2
('😱', '😨');2;2
('😨', '😰');2;2
('😰', '😱');2;2
('😱', 'foda');2;2
('foda', 'demais');2;2
('demais', 'ein');2;2
('°', 'meta');1;1
('meta', 'pós');1;1
('quarentena', 'achar');2;2
('achar', 'amigos');1;1
('amigos', 'novos');2;2
('novos', 'parceiros');1;1
('parceiros', 'preferência');1;1
('to', 'deixando');2;2
('deixando', 'comemorar');1;1
('aniversário', 'melhor');1;1
('amiga', 'causa');1;1
('pra', 'vim');1;1
('vim', 'bando');1;1
('bando', 'nojento');1;1
('poucas', 'choppadas');1;1
('choppadas', 'ano');1;1
('passado', 'vou');1;1
('ter', 'ir');1;1
('pra', 'todas');1;1
('todas', 'quarentena');1;1
('baixa', 'app');2;2
('app', 'lá');2;2
('lá', 'agora');2;2
('agora', 'sigam');2;2
('sigam', 'todos');2;2
('todos', 'passos');2;2
('passos', 'logo');2;2
('logo', 'após');6;6
('após', 'peguem');2;2
('peguem', 'celular');2;2
('celular', 'mãe');2;2
('mãe', 'pai');2;2
('pai', 'irmão');6;6
('irmão', 'tio');2;2
('tio', 'primo');2;2
('primo', 'amigo');2;2
('amigo', 'etc');2;2
('ir', 'balada');2;2
('balada', 'toque');2;2
('toque', 'future');2;2
('future', 'nostalgia');2;2
('nostalgia', 'inteiro');2;2
('gente', 'nesse');3;3
('tempo', 'distanciamento');2;2
('social', 'resolvi');2;2
('resolvi', 'traduzir');2;2
('traduzir', 'thread');2;2
('thread', 'enaltecer');2;2
('enaltecer', 'grande');2;2
('grande', 'amizade');11;11
('amizade', 'seokjin');2;2
('estar', 'festa');1;1
('festa', 'verdade');1;1
('verdade', 'pessoas');1;1
('pessoas', 'aglomeração');1;1
('gente', 'tomar');4;4
('cloroquina', 'biotônico');4;4
('biotônico', 'fontoura');4;4
('fontoura', 'ovo');4;4
('ovo', 'pata');4;4
('same', '😪');1;1
('😪', 'quarentena');1;1
('nao', 'deixa');3;3
('cloroquina', 'eficiência');1;1
('eficiência', 'superior');1;1
('superior', 'remdesvir');1;1
('remdesvir', 'antiviral');1;1
('antiviral', 'testado');1;1
('testado', 'fiocruz');1;1
('fiocruz', 'https://t.co/Oh9NeYzKU4');1;1
('casa', 'https://t.co/57Z06kXlP4');1;1
('desespero', 'bolsonaros');8;8
('bolsonaros', 'dória');8;8
('dória', 'nada');8;8
('nada', 'ver');8;8
('ver', 'covid');8;8
('19', 'ver');8;8
('ver', '2022');8;8
('2022', 'eduardo');8;8
('eduardo', 'bananinha');8;8
('bananinha', 'pirada');8;8
('lido', 'profissionais');4;4
('saúde', 'sentindo');4;4
('sentindo', 'isolados');4;4
('isolados', 'impulsivamente');4;4
('impulsivamente', 'quis');4;4
('quis', 'mostrar');4;4
('mostrar', 'filha');4;4
('filha', 'qu');4;4
('ta', 'esgotando');1;1
('esgotando', 'to');1;1
('saturada', 'sei');1;1
('q', 'privilegiada');1;1
('privilegiada', 'pqp');1;1
('q', 'situação');3;3
('situação', 'sufocante');1;1
('pessoal', 'precisando');1;1
('ajuda', 'física');1;1
('matemática', 'nessa');1;1
('quarentena', 'estarei');2;2
('estarei', 'disposto');1;1
('disposto', 'ajudar');1;1
('ajudar', 'chamar');1;1
('vírus', 'amapaenses');3;3
('amapaenses', 'pq');3;3
('gente', 'junta');3;3
('junta', 'família');3;3
('família', 'inteira');4;4
('inteira', 'vamos');3;3
('vamos', 'supermecado');3;3
('supermecado', '😍');3;3
('😍', '😍');9;9
('😍', '🥰');3;3
('🥰', '🥰');25;14
('primeiro', 'quarentena');1;1
('quarentena', 'https://t.co/VApqJ9O9zR');1;1
('pcch', 'vendeu');2;2
('vendeu', 'máscaras');2;2
('máscaras', 'ms');2;2
('ms', 'tomado');2;2
('comunistas', 'agentes');2;2
('agentes', 'roubaram');2;2
('roubaram', 'carga');3;3
('carga', 'guarulhos');2;2
('guarulhos', 'quê');2;2
('quê', 'acontece');2;2
('acontece', 'co');2;2
('to', 'saudade');5;5
('amigos', 'caralho');2;2
('caralho', 'corona');3;3
('vírus', 'saco');2;2
('saco', 'mano');2;2
('mano', 'larga');2;2
('larga', 'pé');2;2
('notícias', '...\n...');1;1
('...\n...', 'tempos');1;1
('tempos', 'pandemia');58;58
('pandemia', '1');1;1
('1', 'contraí');1;1
('contraí', 'vírus');1;1
('vírus', 'testei');1;1
('testei', 'fiz');1;1
('fiz', 'quarentena');1;1
('quarentena', 'dosei');1;1
('dosei', 'anticorpo');1;1
('anticorpo', 'igg');1;1
('igg', 'ga');1;1
('deixa', 'pessoas');1;1
('pessoas', 'tendenciosas');1;1
('tendenciosas', 'putaria');1;1
('puta', 'ce');1;1
('ce', 'ta');1;1
('ta', 'fudendo');2;2
('fudendo', 'vida');1;1
('vida', 'desgraça');1;1
('logo', 'antes');2;2
('antes', 'todo');1;1
('mundo', 'saia');1;1
('saia', 'tapas');1;1
('tapas', 'aqui');1;1
('deus', 'fez');1;1
('fez', 'homem');1;1
('homem', 'viu');1;1
('viu', 'bom');1;1
('bom', 'aí');1;1
('aí', 'notou');1;1
('notou', 'bolsonaro');1;1
('bolsonaro', 'mandou');1;1
('mandou', 'covid');1;1
('covid', 'pra');1;1
('pra', 'limpar');1;1
('limpar', 'face');1;1
('face', 'terra');1;1
('terra', 'genesis');1;1
('genesis', '9');1;1
('9', '19-23');1;1
('indo', 'fazer');1;1
('fazer', 'sobrancelha');3;3
('sobrancelha', 'quarentena');1;1
('conta', 'tá');3;3
('tá', 'chegando');3;3
('chegando', 'médica');3;3
('médica', 'cearense');3;3
('cearense', 'fez');3;3
('fez', 'postagem');3;3
('postagem', 'dia');3;3
('dia', '12');3;3
('12', 'março');3;3
('março', 'minimizando');3;3
('minimizando', 'coronavirus');3;3
('hoje', 'morreu');3;3
('morreu', 'doen');3;3
('#coronavírus', '🇧');2;2
('🇷', 'impacto');2;2
('impacto', 'brasil');2;2
('brasil', '🌎');2;2
('🌎', 'situação');2;2
('situação', 'todo');2;2
('mundo', '📈');2;2
('📈', 'números');2;2
('números', 'doença');2;2
('doença', '☑');2;2
('☑', '️');2;2
('informações', 'oficiais');2;2
('oficiais', '📰');2;2
('📰', 'tweet');2;2
('ignorando', 'todas');1;1
('todas', 'atividades');1;1
('atividades', 'passadas');1;1
('passadas', 'nessa');1;1
('aproxima', 'nada');1;1
('nada', 'petistas');1;1
('petistas', 'fazendo');1;1
('fazendo', 'carreatas');1;1
('carreatas', 'contra');2;2
('quarentena', 'petistas');1;1
('petistas', 'bolsonaristas');1;1
('bolsonaristas', 'nunca');1;1
('nunca', 'est');1;1
('oi', 'tropa');1;1
('tropa', 'terra');1;1
('terra', 'mata');1;1
('corona', '🎶');1;1
('ms', 'recomenda');56;56
('recomenda', 'cloroquina');57;57
('cloroquina', 'pra');59;59
('pra', 'casos');56;56
('leves', 'antes');56;56
('antes', 'primeiro');56;56
('primeiro', 'impacto');56;56
('impacto', 'pulmão');56;56
('pulmão', 'topa');56;56
('topa', 'casos');56;56
('casos', 'grave');56;56
('começamos', 'semana');1;1
('semana', '350');1;1
('350', 'mortos');1;1
('mortos', 'terminando');1;1
('terminando', '1140');1;1
('1140', '#covid19');1;1
('agora', 'real');1;1
('real', 'aguento');1;1
('tô', 'enlouquecendo');1;1
('enlouquecendo', 'real');1;1
('rj', 'registra');7;7
('registra', '143');7;7
('143', 'casos');7;7
('todo', 'estado');8;8
('estado', 'adivinha');7;7
('adivinha', 'município');7;7
('município', 'casos');7;7
('casos', 'quase');7;7
('quase', 'dobraram');7;7
('dobraram', 'dia');7;7
('lutar', 'contra');5;5
('contra', 'dois');5;5
('dois', 'vírus');5;5
('vírus', 'https://t.co/OyVsamAGFv');3;3
('fala', 'pet');1;1
('pet', 'covid');1;1
('covid', 'bom');1;1
('dia', 'cara');1;1
('cara', '😂');1;1
('😂', 'https://t.co/kD4vqTNKU5');1;1
('mano', 'pós');1;1
('ter', 'ter');12;12
('ter', 'rolê');1;1
('rolê', 'histórico');1;1
('histórico', 'clamo');1;1
('duas', 'mil');5;5
('morreram', 'últimas');5;5
('horas', 'eua');5;5
('eua', 'galera');5;5
('galera', 'aqui');5;5
('aqui', 'indo');5;5
('indo', 'passear');5;5
('passear', 'contando');5;5
('contando', 'cloroquina');5;5
('manaus', '12');1;1
('12', 'primeiros');1;1
('dias', 'ano');1;1
('ano', '55');1;1
('55', 'mortes');1;1
('mortes', 'violentas');1;1
('violentas', '44');1;1
('44', 'mortes');1;1
('19', '17');1;1
('17', 'dias');1;1
('dias', 'sistema');1;1
('sistema', 'funerário');1;1
('funerário', 'entra');1;1
('falou', 'número');3;3
('corona', 'passaria');3;3
('passaria', '800');3;3
('800', '#bolsonaroassassino');3;3
('#bolsonaroassassino', 'https://t.co/p8CTmL…');3;3
('coronavírus', 'remédio');1;1
('remédio', 'traz');1;1
('traz', 'bons');1;1
('bons', 'resultados');2;2
('resultados', 'iniciais');1;1
('iniciais', 'indica');1;1
('indica', 'estudo');1;1
('estudo', '->');1;1
('->', 'https://t.co/cuk7CYmCTH');1;1
('https://t.co/cuk7CYmCTH', 'https://t.co/obJI97xHOV');1;1
('\u2069', 'bem-vinda');2;2
('bem-vinda', 'vai');2;2
('dar', 'pitaco');2;2
('pitaco', 'lá');2;2
('lá', 'china');2;2
('china', 'https://t.co/kjJndSqyJF');2;2
('sócio', 'fábrica');1;1
('fábrica', 'cloroquina');1;1
('cloroquina', 'detém');1;1
('detém', 'patente');1;1
('patente', 'medicamento');1;1
('medicamento', 'nyt');1;1
('nyt', 'porq');1;1
('porq', 'trump');1;1
('trump', 'testa');1;1
('testa', 'medicamento');1;1
('cientista', 'desmascara');1;1
('desmascara', 'mito');1;1
('mito', 'pega-se');1;1
('pega-se', 'covid');1;1
('19', 'alimento');1;1
('alimento', 'pode');1;1
('pode', 'multiplicar');1;1
('multiplicar', 'alimentos');1;1
('alimentos', 'qualquer');1;1
('qualquer', 'vírus');1;1
('grande', 'norte');1;1
('norte', 'seis');1;1
('seis', 'estados');2;2
('brasileiros', 'maior');1;1
('maior', 'índice');1;1
('índice', 'transparência');1;1
('transparência', 'informações');1;1
('informações', 'publicadas');1;1
('publicadas', 'sob');1;1
('alguém', 'próximo');1;1
('próximo', 'pessoas');1;1
('vão', 'começas');1;1
('começas', 'acreditar');1;1
('cedo', 'vi');2;2
('vi', 'tuíte');2;2
('tuíte', 'pessoa');2;2
('pessoa', 'denunciava');2;2
('denunciava', 'criminoso');2;2
('criminoso', 'bairro');2;2
('bairro', 'rocha');2;2
('quarentena', 'https://t.co/1LoPgTqOul');1;1
('cada', 'story');1;1
('story', 'gente');1;1
('surto', 'diferente');2;2
('bilionários', 'entram');2;2
('entram', 'luta');2;2
('19', 'olho');2;2
('olho', 'negócios');2;2
('negócios', '->');2;2
('->', 'https://t.co/ieSuddoWPe');2;2
('https://t.co/ieSuddoWPe', 'https://t.co/FDTRoT833v');2;2
('6', 'sei');3;3
('sei', 'ficou');3;3
('claro', 'vamos');3;3
('vamos', 'lá');7;7
('lá', 'isolar');3;3
('isolar', 'toda');3;3
('população', 'vida');3;3
('social', 'convivência');3;3
('convivência', 'confunde');3;3
('confunde', 'co');3;3
('causa', 'dificuldade');3;3
('dificuldade', 'achar');3;3
('achar', 'artigos');3;3
('artigos', 'científicos');5;5
('científicos', 'oriente');3;3
('oriente', 'chama');3;3
('chama', 'covid');3;3
('19', '2019');3;3
('2019', 'nconv');3;3
('nconv', 'sars-cov');3;3
('2', 'si');3;3
('✊', '🏾');7;7
('🏾', 'internacionalismo');5;5
('internacionalismo', 'todo');5;5
('dia', '🚩');5;5
('🚩', '⠀');5;5
('⠀', 'liga');5;5
('liga', 'quais');5;5
('quais', '59');5;5
('59', 'juventudes');5;5
('juventudes', 'comunistas');5;5
('comunistas', 'todo');5;5
('todo', 'globo');5;5
('globo', 'assinaram');5;5
('assinaram', 'declar');5;5
('fazes', 'td');1;1
('td', 'p');1;1
('p', 'proteger');3;3
('proteger', 'corona');3;3
('corona', 'né');1;1
('né', 'https://t.co/YRE6xf91H3');1;1
('#jornaldarecord', 'mostrando');1;1
('19', 'lado');1;1
('lado', 'positivo');2;2
('positivo', 'situ');1;1
('significa', 'covid');2;2
('19', 'veio');4;4
('veio', 'pra');3;3
('pra', 'livrar');2;2
('livrar', 'gente');2;2
('gente', 'dessa');3;3
('dessa', 'escória');2;2
('escória', 'faça');2;2
('faça', 'preciso');2;2
('mulher', 'fez');1;1
('fez', 'alguma');1;1
('alguma', 'cagada');1;1
('cagada', 'cabelo');1;1
('cabelo', 'nessa');1;1
('mulher', 'kkk');1;1
('pode', 'escolher');9;9
('escolher', '3');9;9
('3', 'alimentos');9;9
('alimentos', 'dessa');9;9
('dessa', 'lista');9;9
('lista', 'p');9;9
('p', 'comer');9;9
('comer', 'durante');9;9
('vc', 'escolhe');9;9
('escolhe', 'https://t.co/BM6sqc79bT');9;9
('acordei', 'cedo');2;2
('cedo', 'fim');4;4
('eh', 'tweet');2;2
('tweet', 'triste');2;2
('triste', 'hoje');2;2
('xingaram', 'jogaram');5;5
('jogaram', 'ovo');5;5
('ovo', 'babacas');5;5
('babacas', 'bem');5;5
('bem', 'feito');5;5
('feito', '...');5;5
('...', 'quero');6;6
('ver', 'covidiotas');5;5
('covidiotas', 'entorno');5;5
('entorno', 'daqui');5;5
('daqui', '15');6;6
('15', 'dias');15;15
('dias', 'vai');5;5
('paulistas', 'deram');1;1
('deram', 'primeiro');1;1
('primeiro', 'passo');1;1
('passo', 'ruas');1;1
('ruas', 'plano');1;1
('plano', 'mequetrefe');1;1
('mequetrefe', 'aí');1;1
('aí', 'indo');3;3
('indo', 'ladeira');1;1
('ladeira', 'abaixo');1;1
('19', 'expondo');11;11
('expondo', 'verdade');11;11
('verdade', 'sobre');11;11
('sobre', 'brasileiro');11;11
('brasileiro', 'povo');11;11
('povo', 'solidário');11;11
('solidário', 'contrário');11;11
('contrário', 'povo');11;11
('modo', 'aguento');2;2
('quarentena', 'ativado');2;2
('presidente', 'demita');2;2
('demita', 'traíra');2;2
('traíra', 'antes');2;2
('tarde', 'demais');2;2
('demais', 'muitas');2;2
('muitas', 'famílias');2;2
('famílias', 'perderão');2;2
('perderão', 'entes');2;2
('entes', 'queri');2;2
('quarentena', 'https://t.co/DRVokdkI0e');2;2
('7', 'quarentena');2;2
('quarentena', 'seguinte');2;2
('seguinte', 'alguém');2;2
('família', 'diagnosticado');2;2
('diagnosticado', 'partir');2;2
('partir', 'devidos');2;2
('devidos', 'testes');2;2
('testes', 'contaminado');2;2
('contaminado', 'estabe');2;2
('quarentena', 'merda');7;7
('merda', 'tá');4;4
('tá', 'afastar');4;4
('afastar', 'tudo');4;4
('tudo', 'oq');5;5
('oq', 'gosto');4;4
('logo', 'corona');5;5
('vírus', 'quero');3;3
('boca', '...');1;1
('gays', 'marombeira');2;2
('marombeira', 'brigando');2;2
('exercícios', 'primeiro');2;2
('primeiro', 'academia');2;2
('passar', 'https://t.co/…');2;2
('assim', 'futuro');1;1
('futuro', 'mozão');1;1
('mozão', 'pós-quarentena');1;1
('pós-quarentena', '🔥');1;1
('🔥', '🍑');1;1
('🍑', '🔥');2;2
('🔥', 'https://t.co/4EMRfIFwGu');1;1
('parabéns', 'infelizes');1;1
('infelizes', 'fica');1;1
('fica', 'saindo');1;1
('pra', 'fzr');2;2
('fzr', 'corona');1;1
('corona', 'espalhar');1;1
('espalhar', 'assim');1;1
('assim', 'atrasando');1;1
('atrasando', 'liber');1;1
('sentindo', 'único');1;1
('único', 'sóbrio');1;1
('sóbrio', 'nessa');1;1
('vídeo', 'neurologista');1;1
('neurologista', 'alerta');1;1
('alerta', 'coronavírus');1;1
('matando', 'brasil');1;1
('brasil', 'https://t.co/OP7xJJKoEF');1;1
('dormir', 'horas');1;1
('horas', 'normais');1;1
