;num_tweets
Adrenalina;24
@carlamartinns_;1
poderia;29
retirar;7
@ArthurWeint;152
Vejam;121
próprios;116
olhos;154
acreditem;116
neles;116
quiserem;116
2016;184
marinho;117
mostravam;115
potencial;117
@Marcelo44429410;56
@allantercalivre;1154
Absurdo;33
presos;363
@BeaBr_;1
"&gt;elas&lt";1
😔✊;1
@NoutraCoisa;4
pronto;20
mergulhei;2
teorias;4
conspiração;35
causada;42
5G;8
entrevista;34
@ultrarealismo;5
mãe;215
chamar;46
Cofidis;5
irónico;5
lema;6
De;93
@_diana_nunes;14
mal;118
@murilxxxxx;1
vírux;1
@Rhilari8;2
Mano;23
caralho;46
esperar;16
mulher;122
faz;497
@todasurtada;3
magali;3
vendo;101
comendo;18
ela;232
@fdpamplona;2
@Mkcvic;2
conseguir;16
terminar;25
cabeleireiro;3
@TT_DO_OLIVER19;3
Efeito;7
fiz;89
lomosicronizado;3
🤯🥳;3
@martam1904;117
tivesse;216
piscina;122
@JuhZanca;48
Paulista;120
paulistas;54
safado;52
@priminkkkk;3
rolê;226
@Rgood68;10
Ditadores;6
Secretário;26
mentiu;3
Datena;25
“Existe;3
portaria;7
Moro;8
permite;14
prisão;15
@aiaicomomeiludo;2
chamego;2
33°;7
acho;116
Kurt;7
Cobain;7
Hannah;8
Montana;10
@softciiel;6
Dia;385
edit;7
atsushi;6
bonde;9
tigrão;6
@bebelapereiraC;2
BOTA;2
ESSE;39
POVO;11
NAQUELA;2
CÚPULA;2
SIMPSONS;2
LOGO;7
@PauloMartins10;153
estruturação;141
busca;148
insustentável;141
Aleluia;44
continuava;44
grave;208
estável;44
Torcida;145
grande;158
Marcus;56
Vinícius;54
UTI;109
Do;43
lado;65
dentro;98
entrada;39
principal;34
ALESP;51
fechada;33
mostrei;33
NÓS;33
ESTAMOS;37
@JCMonth;1
#ForaDoria;32
Redbird;1
👉🏿👀;1
INCOERÊNCIA;1
HIPOCRISIA;1
mesmos;25
jornalistas;31
falavam;2
PRESIDENTE;20
@AmorKarioca;3
banho;17
arrumar;23
lembro;18
“eita;2
sentar;7
linda;25
@JOOHYUNIUS;6
18736;6
joy;6
arrancou;7
cabeças;7
todas;170
bonequinhas;6
bolo;13
deu;191
@mimi_crvg;1
acontecer;12
cmg;132
aconteceu;68
Dona;21
Redonda;1
explodir;2
Pacientes;66
recuperados;104
voltam;59
positivos;94
@KameNBA;33
Jogadores;45
NBA;50
(+);33
@frasesdem3rda;90
Barbeiros;90
cabeleireiros;90
@assumpreto1;1
Serásse;1
radiação;30
vinda;8
incêndio;13
mataria;2
🤔;9
porra;171
@f_ryam;1
álbum;8
visual;1
@delucca;74
Respondi;9
Essas;15
descobriram;45
misteriosamente;15
passam;27
@kittyhentaii;116
obtendo;117
grandes;124
aprendizados;116
@pavaomisterios_;15
Ao;68
contrário;49
#GloboLixo;13
divulgando;24
Tenho;16
recebido;15
vários;57
hispitais;7
@afrolaai;21
chegar;114
madureira;21
@indiadeiphone;63
Damares;87
falando;219
28;44
povos;72
indígenas;157
(são;39
305);39
Repórter;56
menino;79
Yanomami;51
primeira;196
@planicieon;2
Primeira;20
morte;283
Campos;19
confirmada;10
Caminhoneiro;2
morador;8
Penha-;2
39;16
@MDebian1;35
Liguem;35
áudio...🍆🍆🍆💦;35
Veem;35
https://t.co/dUmWI7esa1;35
explicar;174
@fodasemeuamigo;1
qlq;1
casal;25
bjando;1
mim;218
gatilho;6
tremendo;1
bja;1
boca;44
roubou;5
@monicabergamo;29
Tensão;30
máxima;3
setores;3
@costa_rui;39
Lançamos;5
aplicativo;16
Baixe;6
descansará;1
enquanto;246
tivermos;1
ajudado;5
trazê-los;1
Mensagem;1
@jehferrazc;1
Cai;2
desmobiliza;7
prefeito;126
@felipeprior;2
Saindo;3
entrando;9
Bora;16
lavar;43
mãos;48
cuidar;8
pizza;4
@dudacammpos;3
voz;10
@gabiefernandes;8
Locação;8
Meu;236
quarto;95
Mood;9
Foto;10
namorado;480
Styling;8
Vogue;8
corre;16
filtro;8
);85
@anaa_rk;1
arrumando;5
jorge;1
mateus;1
presa;127
obrigada;15
estragar;17
@alexaguiarpoa;7
Inacreditável;8
vendendo;29
@msomsen;1
Sim;47
notícia;236
futebolista;1
começou;40
@cabojunioamaral;96
criticada;98
extrema;107
convém;97
verdade;194
seguem;115
@_inscena;1
Erasmo;13
Carlos;34
varre;13
cueca;14
calça;14
permitido;1
andar;128
@MarcelaMoraes33;1
pf;22
@isabola_dranka;22
possível;191
cura;238
vulcão;230
krakatoa;160
@taoquei1;105
Atenção;192
ERRO;17
cometido;16
@parox40;32
diga;32
Reparem;32
Bolsonazi;31
criou;42
@emirsader;46
Morrem;26
51%;25
chegam;48
levantamento;26
11/04/2020;52
UOL;39
Notícias;132
@isentoes2;333
Ciro;194
Gomes;195
disse;388
políticos;210
irresponsáveis;203
cometem;194
assassinatos;195
incentivarem;194
@antonioccosta_;4
Conheço;4
saem;26
voluntário;4
@leteubank;2
faltou;5
@bakuputa;1
conseguindo;5
escrever;8
nd;5
produtividade;2
@LopixBruna;276
minhas;384
reduzir;17
metade;25
salário;41
Neymar;13
Leia;11
blog;6
bola;22
@giomoraex;3
souber;4
dançar;27
forro;3
puxar;3
@escorpicas;2
Ai;17
@amarelamedeiros;1
live;443
juntar;9
@birobiorhaueh;11
repr3sentantes;10
china;11
Câmara;36
comércio;39
local;81
@neuza_5;60
conseguiu;122
chorar;150
Versão;18
PT-BR;15
fonte;83
atualizada;15
@MKJoga11;1
Depois;132
@tvbrasilgov;72
visitou;61
obras;62
Hospital;184
Campanha;63
Lindas;61
(GO);61
Eliane;58
Cantanhêde;58
artigo;124
contar;103
Sra;60
Vamos;132
@CoronavirusBra1;60
🔴EUA;1
2.100;1
único;53
contagem;9
diária;38
🔴O;4
indígena;22
Tikuna;24
Kokama;21
@SergioDematos9;2
Alive;2
now;4
Mafias;2
chinesas;2
Russas;2
@CeliVolpato;4
falo;27
hipócritas;14
simples;22
usem;4
forem;9
@jimindetailed;22
jimin;25
eh;92
legal;60
fazermos;35
podcast;25
jungkook;26
falou;54
exercitarmoskkk;22
@webcorna_;15
romantizando;15
relacionamento;22
álcool;73
Amore;17
@g1amazonas;4
AM;40
infectada;50
fora;40
período;76
transmissão;18
Sesai;5
@bernardopkuster;87
bandido;88
comando;79
vale;85
recomendar;92
medicina;87
tradicional;74
chinesa;82
peste;76
caos;48
@_bolinhog;4
Morreu;4
FICAR;27
PORRA;236
TUA;4
@Strog14;6
Sobre;15
@djjoaodainestan;17
hino;17
#VaiDjJoaoVaiDjTG;17
😈😈😈😈🔥🔥🔥🔥;17
MEGA;24
QUEM;33
🤩🤫;17
@djtginestan;17
@DCM_online;215
“Minha;23
esposa;35
usa;48
tempo”;23
deputado;75
bolsonarista;77
confundindo;24
hidroquinona;23
@otiose94;1
#Abuse;1
#pell;1
Sorta;1
Confesses;1
via;183
@Otiose94;1
https://t.co/uswPumM6zf;1
#auspol;1
#Coronavirus;347
#StayAtHome;3
@apyus;10
Xingamentos;10
futuro;146
Teu;11
ficava;18
existia;11
@AlexandreCarls;6
Vivemos;5
livre;33
altíssima;12
confirmados;125
@Itspedrito;14
trabalhou;14
Dennis;25
DJ;27
@edugoldenberg;4
SUS;40
universalização;4
acesso;23
PQP;13
Vagabundo;4
@veluc111;49
Irmã;111
Benedita;113
Silva;114
suspeita;139
jornais;20
destacam;12
comemorassem;12
título;15
Copa;13
Mundo;43
@MariMolaa;3
To;55
sentindo;46
horrível;6
aff;3
@Ellymarcela_;3
acabo;15
baile;38
morro;30
@danievbl;30
juraram;7
plano;82
Me;557
@mafaldagargatep;1
@ederjuniior2;2
@Gabrieeeeeelzin;2
Favelafest;2
João;219
realizado;19
@RodP13;4
Cidades;9
#confirmados;3
#covid19;39
#triplicou;3
avanço;79
doença;673
#Hoje;3
891;3
Nossos;7
agradecimentos;7
primeiro-ministro;8
@narendramodi;6
conversa;14
telefone;12
liberou;16
decreto;98
protocolado;91
derruba;93
@kaduobrabo;1
desculpa;45
@GovernoES;1
383;1
41;3
268;1
@brendell432;3
😈😈;4
@AttuchLeonardo;69
sabia;51
Band;45
compradas;41
inventaram;42
@salvemalak;22
ficando;52
louco;49
aguento;226
@layonoliver1;4
gusttavo;41
lima;51
quiser;47
cervejas;4
@neymarjr;21
The;55
Match;19
Of;19
Our;19
Lives;20
In;21
collaboration;19
with;20
the;31
United;19
Nations;19
we;19
want;19
share;19
you;25
this;20
message;19
Jogo;21
@Francischini_;12
#cloroquina;19
31;81
#cientistas;3
assinam;3
manifesto;8
ressalta;3
evidências;44
robustíssimas;3
@iqciencia;1
Temos;58
muitas;116
perguntas;3
provocações;1
amor;71
nosso;154
hype;1
@lucascmunhoz;1
Dps;13
vamo;32
perde;9
drogas;6
sexo;30
@mariasemtetas;1
Yha;1
fixes;1
fumamos;1
ganza;2
deitamos;1
beata;1
chão;2
uh;1
@revistaforum;145
Declaração;1
indignação;2
ministro;44
fato;82
Osmar;106
Terra;83
@FernandoCabulo3;12
criança;119
livro;49
haverá;19
Lula;151
@renataagostini;11
pontua;10
preocupação;21
Diz;12
País;19
@Desesquerdizada;113
Além;45
comprovar;15
entrega;24
vakinha;16
Cida;16
programa;29
@sikerajr;17
divulgou;59
nova;62
Milhares;5
Profissionais;60
@carloscezarcjr;54
poder;161
perfeito;66
daí;56
apareceu;58
@arleisson_furo;2
Queridos;3
bater;35
palmas;5
luta;115
proteção;36
@esquerdacorra;3
enche;5
saco;35
agride;4
constituiçao;3
apoiado;3
judiciário;3
torna;6
cúmplice;13
Imgina;3
serciar;3
@LuckaGuilherme;1
@sleepy_sirius;2
Sonho;1
@gnatalini;29
aliança;12
política;47
seguidores;57
Uns;12
precisam;22
sobreviver;26
@cccarvas;1
Aposto;1
tocássemos;1
música;47
titanic;1
flauta;1
@ctbmaia;90
rápido;222
@cleidemalek;1
Muito;23
boa;215
@madersfa;3
😓;4
@Estadao;30
Procuradoria;30
despreparados;29
@rsolow1954;1
tenso;2
situação;201
ataco;1
postura;6
petista;5
@lv_hailer;6
role;112
@PaparazzoRN;1
NOVIDADE;1
SOBRE;7
PATROCINADOR;1
FLA;1
RECEBEU;1
SONDAGEM;1
POR;504
GÉRSON;1
(AINDA);1
INFORMAÇÃO;1
EXCLUSIVA;1
CARIOCA;1
CLUBES;1
@junguvibes;298
fantasias;299
BT21;298
hamster;298
ESTADO;72
DIREITO;65
ESTÁ;69
atuação;45
firme;47
técnica;70
@Walmor_Moreira;66
fosse;127
PR;70
@MarcosQuezado1;88
Teste;43
jovem;80
21;83
enterrado;75
velório;46
negativo;51
caixão;44
carregado;43
@lcmesquita12;5
fake;58
news;57
falam;25
serão;40
desmentidas;13
rapidamente;15
@lize2020lize;11
constituição;12
Ninguém;52
irá;25
tolher;10
vir;25
garantindo;18
@JornalOGlobo;36
@fabioyabu;2
bolsonarismo;100
espalhou;3
graças;25
informação;43
infectou;11
atacou;2
coração;23
corroeu;2
@tesoureiros;51
Amiguinho;7
cá;13
monitoramento;20
movimentação;7
@menzorraX;125
mamada;125
@CarolinaMalta;26
“Estou;26
lidando;26
ansiedade”;25
*;35
chegando;85
sessão;26
chocolates;25
supermercado;28
@randolfeap;23
vergonha;96
crise;164
internacional;34
ambulante;10
@falandoverdes2;45
Bolsonarismo;26
igualou;5
balaio;5
apoiou;5
militar;12
louva;5
@jenogotico;2
chuquinha;2
porquinho;2
@RcssDo;2
Filha;2
férias;17
desgraça;10
stories;46
@GusmaoMoraes;1
devagar;2
@moluscontos;1
Senhores;2
moluscomix;1
gibi;1
00;2
Molusco;1
curtir;31
Edição;1
histórica;3
desenhos;5
@carapanarana;20
Vendo;18
desesperadas;13
vagas;15
@pedropinto05;2
ajudou;34
refletir;8
@0C0RV0;80
PROJAC;61
incluído;61
faixa;64
ministério;127
@luisnassif;26
ocupa;27
11º;27
ranking;28
https://t.co/EiaMlZ4hoY;20
@GiorasXerez;3
promoção;6
sócios;2
vende;5
produto;3
40;69
segundos;4
|;561
fortaleza;3
Globoesporte;2
@_varil;4
Gustavo;53
ponto;25
@escreviSaiCor;1
escarrando;1
pasteleiro;1
lacaios;1
pras;21
@fabio_turetta;1
estranho;6
fetiche;2
Adolf;2
provas;11
científicas;29
@humorcomtvd;12
2021;12
espécie;36
humana;40
exterminada;12
sobreviveu;13
@ahvanessinha;1
sentando;1
macho;14
🥵;11
@BhadTha;1
último;11
aula;44
maio;18
sacanagem;3
namoral;9
exemplo;48
seguir;55
habitantes,já;6
teve;156
milhares;18
@aleladeira11;1
12º;1
mente;13
@biba_targhetta;1
chefe;5
@thalescmachado;1
Furar;2
superar;5
barreiras;3
burrice;14
pré;3
ápice;15
@MarceloFreixo;24
registradas;27
cresceram;24
200%;24
quantidade;36
doentes;36
dobrou;27
20;174
@bossito;2
Tadinho;3
às;189
vezes;137
pena;21
@thefaceofnike;2
piar;2
@padilhando;40
Perderam;23
totalmente;133
seriedade;24
atacar;4
publicamente;45
coincidência;5
2);6
Existe;9
outra;28
possibilidade;8
requerer;4
curvas;5
grafos;4
@PopZonebr;41
DONAS;41
EDIÇÃO;48
Rafa;44
MILHÕES;41
Instagram;118
Manu;47
tornam;50
participantes;44
@shainojo;2
iPhone;4
tentou;21
baixar;5
achooooo;1
si;9
@saritacoelho;6
Tentou;6
transporte;20
puxado;6
força;25
pelas;51
pernas;7
comentário;8
tuíte;11
@SoaresJose20;1
acredita;9
pé;13
passeata;7
medinho;1
maximo;1
@Djagathaolliver;2
😂;10
vive;74
bolha;69
classe;72
garantida;70
curtindo;99
delícias;68
quarentena.Não;64
menor;131
ideia;119
@sethkylo;4
saindo;114
cabeleireiro/barbeiro;4
@mariabstx;55
vi;110
@G0MES11;3
@periferiachic;1
@DANIZZADA;2
tensa;1
situ;1
irmã;23
0;25
paz;25
@mariabfraga;3
aguentar;8
@palmeriodoria;30
Segundo;130
Folha;179
xodó;30
Capitão;58
@tercalivre;11
https://t.co/8oybZr3CI6;11
@amandaa_vellos0;1
mina;4
continuam;12
bonita;13
@avllrm;68
GENTE;32
EU;195
NUNCA;14
NEM;47
NAMOREI;9
SERA;9
Q;37
TEM;31
COMO;21
ESPERA;9
@Prefeitura_POA;8
Atualização;13
Porto;54
Alegre;52
acompanhar;15
@Santos31264475;3
@PastorMalafaia;5
@Mariah4_79;2
Fazer;18
acordo;100
traficante;2
milícia;1
Dizer;1
vítimas;61
tráfico;6
@lpbragancabr;4
usada;48
acirrar;4
governos;28
Macron;4
@uelucas12;11
Façam;39
contas;73
considerando;47
propagação;46
cairia;52
partir;75
50%;48
4%;36
@andcwt;45
kit;66
camiseta;46
larga;52
calcinha;53
alto;58
usadas;41
artrite;54
lupus;40
vieram;46
descobertos;40
@Cacauprof1;2
Interessante;3
vivendo;76
estes;9
@MauroBittenAdv;11
destros;4
Governadores/prefeitos;4
preocupado;10
adoram;4
Faz;342
Demétrio;35
Magnoli;35
Fanáticos;34
tolos;34
enxergam;34
pote;34
ouro;36
arco-íris;34
@the_dcast;6
Basicamente;6
@nbafrasesrandom;83
voltando;93
jogar;115
basquete;83
@ManuelaDavila;1
plataforma;17
desmentir;34
fakenews;9
@pagina12;1
@Ceclia11350699;17
Possível;53
erupção;142
a-list;17
entra;90
causar;22
@jupxt;1
estiverem;22
voltem;26
imediatamente;28
Voltem;22
@pedrostudart;1
própria;7
Bela;5
Fera;1
cumprimentando;3
cantando;30
@leandrolyrarj;95
corridinha;99
pânico;111
TV;106
hipocrisia;101
gastança;99
s;101
@cavalaogoiano;18
puto;113
tua;31
cabeludo;15
Vem;74
línguar;13
@gushribeiro;3
odeio;24
rodada;4
bacabal;3
@a_carolinasilva;8
devem;49
relaxar;47
https://t.co/Xl7HggdJhP;6
@UOLNoticias;282
@_paula_medeiros;7
amgs;15
@m4cedo0;1
bagulho;11
lance;1
@GobiernoMX;62
#ConferenciaDePrensa;313
#QuédateEnCasa;313
@Leitadas_L0en;82
doutor;4
cumpra;3
diretores;3
colocar;133
inflar;15
@Fefavaz;1
Tô;33
idiota;24
levar;67
@loiroxxl;1
Boa;244
Noite;1
Marquem;1
@;18
passariam;1
Deixem;2
Like;1
RT;3
@servio_bb;3
@jornalnacional;20
Mande;3
repórteres;6
@danyelbraga7;1
Anã;1
jardim;2
@IsabellaPasini1;5
Quer;29
😋🔥nessa;5
🙀;5
$$;5
pacotes;6
fotos;72
exclusivos;5
sozinha;80
@UOL;148
Vou;117
falar;149
pesada;46
deveriam;52
greve;44
momento;137
caso;196
@hejinseok;46
Hyundai;50
meninos;69
bastidores;49
“Because;46
of;61
You”;46
dicas;54
@arielstrb;1
ABRI;1
VÍDEO;64
@foioguto;1
PEGADORES;1
DOS;10
ANIMES;1
SUPER;2
MAS;27
CONTEÚDO;1
HETERO;1
TOPPERSON;1
TÔ;2
AQUI;34
@DCrissBR;2
🚨;24
Darren;2
fará;27
participação;11
começa;14
21h;7
horário;6
Brasilia;1
@rgsheila;3
CONCORDO;2
Pelo;137
carruagem;116
aguardo;116
noticiário;116
pico;526
durará;117
sofrer;137
@paulorriq;56
@rammatos2;2
Joelma;2
#quarentena;38
Verbas;3
destinadas;11
fins;5
específicos;4
(saúde;3
segurança;20
educação);3
desviadas;3
ditador;30
jornalista;85
compartilhou;52
gravação;58
influenciadas;51
discursos;72
@jefsilva;4
Desobediente;4
Bolsominions;7
ignorância;17
acreditam;18
@safadosdesejo;1
Beijar;3
chupar;26
@AnnaLuGama;8
Força;16
guerreira;9
@dasilvabenedita;10
https://t.co/zcfTB5Q6ud;8
informações;37
irresponsabilidade;16
escuro;11
@Flamengo;8
Junior;8
Bill;7
divertindo;7
recriando;7
comissões;7
carnaval;49
mostrando;92
@gabrielmms14;2
aguenta;41
slide;2
@canaltech;3
Favela;7
projeto;21
leva;135
comunidadades;2
@godoysworld;1
@telpamela;3
delírio;8
coletivo;13
surtada;3
mão;120
@le_molina123;1
💥;1
@doeumlivro;1
[Topico;1
off];1
https://t.co/Jq1YJWDjIM;1
👆projeto;1
compartilhamento;5
computadores;1
redor;5
descobertas;2
@govpt;6
Consulte;3
geográfica;3
equipamentos;34
resposta;19
https://t.co/PwO2h1IlTK;3
#COVID19PT;3
@oocbrazil;14
amigo;142
tamanho;56
subnotificação;83
imagina;77
resto;136
@jaemroyals;5
poses;5
aquela;39
diferenciada;5
enjoar;5
coluninha;5
Jaemin;5
@portadosfundos;4
Família;10
unida;5
permanece;6
Jane;5
Esse;132
@alicecapeta;1
@oda_miwaa;1
doida;43
sangue;18
@AdsonJorgeFrank;1
@PorTiMeu_BR;12
Sr;9
acabarem;7
trucar;1
encima;1
@ItamaratyGovBr;4
#CORONAVÍRUS;6
encontram;3
exterior;5
recomenda-se;3
orientações;17
@27tanjiro;8
vassoura;21
teclado;25
recife;20
corno;23
ai;234
hein;35
sorriso;23
homem;114
orochinho;20
macaco;21
tóxico;20
renato;15
@ana_aguiar1;7
demais;47
trazendo;5
@ALESSANDROMD3;10
Front;9
Unidade;11
Pronto;19
Atendimento;9
Boiçucanga;9
(SP);9
chegou;165
contágio;50
empresas;129
obrigar;27
@xlvju;14
tive;71
horários;20
trocados;14
@CarolDeToni;2
cardiologista;3
Roberto;27
Kalil;139
alternativas;1
possam;36
consideradas;3
podemos;88
@dhearantes;1
@CNNBrasil;200
rotina;24
Nova;43
Iorque;2
diante;19
emergências;1
@_ve__nus_;19
Definição;19
@Aldenira13A;2
pascoa;5
Filas;5
compras;9
Ovos;2
@Be_unheard;8
Perdi;12
conta;174
chorei;11
necessário;14
descobrir;6
beneficiado;3
omissão;3
acerca;4
Algum;3
laboratório;18
vsf;14
fdp;18
arrombado;3
@acremilgrau;6
Continuem;11
lotando;6
Ipê;6
propagadores;6
@v1_jju;7
discurso;19
ódio;95
@aspasia_maria;6
Sabe;32
qual;132
sacada;4
@MaRosario1967;33
Esses;55
Revolucionários;32
Iphone;32
8;92
toneladas;70
frutas;49
legumes;50
orgânicos;49
Pernambuco;56
@gleyci_mota;1
Matheus;12
kauan;2
Raí;2
@carolfurtuna;6
deixo;8
avisado;6
responsabilizo;15
atos;6
escutar;10
MARCA;6
@Giovann95324169;1
Baixei;1
tt;25
faço;24
aaaaaaaa;1
@lg_bt_orgulho;1
#LGBTQuarantine;3
acordou;66
Imagens;67
@chloecthulhu;1
Provoca;1
cês;8
perdeu;24
aprovação;7
Hm;2
@daniduncan;5
vs;37
30;40
@_phsilva__;1
@ELMINEIRO__;19
Às;26
silêncio;21
imaginando;24
@ikayke_;2
vo;48
@lauralopesgusm2;3
beijar;57
@Maiksomglitz;1
largando;1
@_SaraWinter;33
GALERINHA;31
PSOL;31
CIA.‼️;31
Associação;59
Americana;31
Pulmão;35
comprovou;34
aumenta;74
riscos;37
@ferfire_oficial;1
Venha;2
VIP;2
FIRE🔥;1
Você;133
adesão;5
add;1
mensalidade;1
@biraiorio;6
“Ah;6
relatórios;6
nomes;48
números;162
dados;100
quantitativos;6
qualitativos;6
avançando;6
@robertabastosn;4
2100;3
queda;60
5;160
Boeings;3
767;3
@mariaguerreir0;1
mca;5
@fredreadit;1
humano;41
decente;1
últimos;86
@bolapreta29;1
Viva;3
Liberalismo;1
Detroit;1
corredor;8
https://t.co/RM2qRi2CTy;1
Militante;4
dizia;24
mata;131
oração;1
avó;7
internada;21
@jeffs_araujo35;5
maioria;40
colocado;6
ventiladores;6
@vfescritor;11
Casais;11
começaram;20
formar;22
conversar;33
construir;14
história;41
➡;27
colocando;39
perigo;36
incitá-los;28
mentirosos;38
servirão;38
247;4
@juao_lacerda1;3
@MantaAlves;1
obriga;21
@bb97812800;7
@dannlelis;4
Tocantins;6
registrou;14
25;56
seguintes;6
cidades;146
Palmas;1
Araguaína;1
Gurupi;1
@95thv;8
Campinas;9
Sumaré;6
próximo;31
tiver;55
(;26
O-;6
conhecer;15
@SespaPara;184
Informamos;15
diagnóstico;18
@helderbarbalho;19
inconclusivo;32
@pachecovski7;4
sanidade;75
@MiamiMundo;2
Boris;9
Johnson;5
difícilmente;1
